x y
41.9558 -73.369
41.9576 -73.3717
41.9597 -73.3734
41.9618 -73.3739
41.9638 -73.3734
41.9658 -73.3716
41.9675 -73.3688
41.9689 -73.3651
41.9698 -73.3608
41.9702 -73.356
41.9702 -73.3509
41.9696 -73.3462
41.9686 -73.3417
41.9672 -73.3379
41.9655 -73.3351
41.9635 -73.3333
41.9613 -73.3325
41.9593 -73.3329
41.9573 -73.3345
41.9555 -73.3371
41.954 -73.3404
41.953 -73.3445
41.9524 -73.3492
41.9523 -73.3538
41.9527 -73.3586
41.9536 -73.3631
41.9549 -73.3671
41.9565 -73.3702
41.9585 -73.3725
41.9606 -73.3737
41.9626 -73.3738
41.9647 -73.3728
41.9666 -73.3706
41.9681 -73.3675
41.9693 -73.3635
41.97 -73.3588
41.9703 -73.354
41.97 -73.349
41.9693 -73.3443
41.9681 -73.3402
41.9665 -73.3367
41.9647 -73.3342
41.9627 -73.3328
41.9605 -73.3326
41.9585 -73.3334
41.9565 -73.3354
41.9549 -73.3383
41.9536 -73.3419
41.9527 -73.3463
41.9523 -73.351
41.9524 -73.3558
41.953 -73.3604
41.954 -73.3647
41.9555 -73.3684
41.9573 -73.3713
41.9592 -73.3731
41.9614 -73.3739
41.9635 -73.3735
41.9654 -73.3721
41.9672 -73.3694
41.9686 -73.3659
41.9696 -73.3616
41.9702 -73.357
41.9702 -73.3519
41.9698 -73.347
41.9689 -73.3426
41.9675 -73.3386
41.9658 -73.3355
41.9638 -73.3335
41.9618 -73.3326
41.9596 -73.3328
41.9576 -73.3341
41.9558 -73.3365
41.9543 -73.3398
41.9531 -73.3438
41.9525 -73.3482
41.9523 -73.353
41.9526 -73.3578
41.9533 -73.3622
41.9546 -73.3663
41.9562 -73.3697
41.9581 -73.3722
41.9601 -73.3736
41.9623 -73.3739
41.9643 -73.373
41.9663 -73.371
41.9678 -73.3681
41.9691 -73.3642
41.9699 -73.3596
41.9703 -73.3549
41.9701 -73.3499
41.9694 -73.345
41.9683 -73.3409
41.9668 -73.3372
41.965 -73.3346
41.963 -73.333
41.9609 -73.3325
41.9588 -73.3332
41.9569 -73.335
41.9551 -73.3377
41.9537 -73.3414
41.9528 -73.3456
41.9523 -73.3502
41.9523 -73.355
41.9528 -73.3597
41.9538 -73.364
41.9552 -73.3678
41.957 -73.3708
41.959 -73.3729
41.961 -73.3738
41.9631 -73.3737
41.9652 -73.3723
41.967 -73.3699
41.9684 -73.3666
41.9695 -73.3624
41.9701 -73.3576
41.9702 -73.3528
41.9699 -73.3478
41.969 -73.3432
41.9678 -73.3392
41.9661 -73.336
41.9642 -73.3337
41.9621 -73.3326
41.96 -73.3327
41.9579 -73.3338
41.9561 -73.336
41.9545 -73.3392
41.9533 -73.3431
41.9525 -73.3474
41.9523 -73.3522
41.9525 -73.357
41.9532 -73.3615
41.9543 -73.3657
41.9559 -73.3692
41.9578 -73.3718
41.9598 -73.3734
41.9619 -73.3739
41.964 -73.3733
41.966 -73.3714
41.9676 -73.3687
41.9689 -73.3649
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9529 -73.345
41.9527 -73.3459
41.9526 -73.3468
41.9525 -73.3477
41.9524 -73.3487
41.9523 -73.3496
41.9523 -73.3506
41.9523 -73.3515
41.9523 -73.3525
41.9523 -73.3534
41.9523 -73.3544
41.9523 -73.3553
41.9524 -73.3563
41.9525 -73.3572
41.9526 -73.3582
41.9527 -73.3591
41.9529 -73.36
41.9531 -73.3609
41.9532 -73.3618
41.9534 -73.3627
41.9537 -73.3635
41.9539 -73.3643
41.9542 -73.3651
41.9544 -73.3659
41.9547 -73.3666
41.955 -73.3674
41.9553 -73.368
41.9556 -73.3687
41.956 -73.3694
41.9563 -73.3699
41.9567 -73.3705
41.9571 -73.371
41.9574 -73.3715
41.9578 -73.3719
41.9582 -73.3723
41.9586 -73.3727
41.959 -73.373
41.9594 -73.3732
41.9599 -73.3735
41.9603 -73.3737
41.9607 -73.3738
41.9611 -73.3739
41.9616 -73.3739
41.962 -73.3739
41.9624 -73.3739
41.9628 -73.3738
41.9632 -73.3736
41.9637 -73.3734
41.9641 -73.3732
41.9645 -73.3729
41.9649 -73.3726
41.9652 -73.3723
41.9656 -73.3718
41.966 -73.3714
41.9663 -73.3709
41.9667 -73.3704
41.967 -73.3698
41.9673 -73.3692
41.9677 -73.3685
41.9679 -73.3679
41.9682 -73.3671
41.9685 -73.3664
41.9687 -73.3656
41.969 -73.3648
41.9692 -73.364
41.9694 -73.3631
41.9695 -73.3622
41.9697 -73.3613
41.9698 -73.3604
41.97 -73.3594
41.9701 -73.3585
41.9701 -73.3575
41.9702 -73.3565
41.9702 -73.3556
41.9703 -73.3546
41.9703 -73.3535
41.9702 -73.3526
41.9702 -73.3516
41.9701 -73.3506
41.9701 -73.3496
41.97 -73.3486
41.9699 -73.3477
41.9697 -73.3467
41.9696 -73.3458
41.9694 -73.3449
41.9692 -73.344
41.969 -73.3431
41.9688 -73.3422
41.9685 -73.3414
41.9683 -73.3406
41.968 -73.3398
41.9677 -73.3391
41.9674 -73.3384
41.9671 -73.3377
41.9667 -73.3371
41.9664 -73.3365
41.966 -73.3359
41.9657 -73.3354
41.9653 -73.3349
41.9649 -73.3345
41.9645 -73.3341
41.9641 -73.3337
41.9637 -73.3334
41.9633 -73.3332
41.9627 -73.3328
41.9627 -73.3328
41.9627 -73.3328
41.9627 -73.3328
41.9627 -73.3328
41.9436 -73.3118
41.9488 -73.3118
41.9542 -73.3118
41.9595 -73.3118
41.9649 -73.3118
41.9701 -73.3118
41.9755 -73.3118
41.9807 -73.3118
41.9861 -73.3118
41.9915 -73.3118
41.9967 -73.3118
41.9969 -73.3118
41.9924 -73.3118
41.9872 -73.3118
41.9818 -73.3118
41.9764 -73.3118
41.971 -73.3118
41.9658 -73.3118
41.9604 -73.3118
41.955 -73.3118
41.9523 -73.3118
41.9483 -73.3118
41.9436 -73.3118
41.949 -73.3118
41.9542 -73.3118
41.9596 -73.3118
41.965 -73.3118
41.9703 -73.3118
41.9757 -73.3118
41.9809 -73.3118
41.9863 -73.3118
41.9917 -73.3118
41.9969 -73.3118
41.9922 -73.3118
41.9868 -73.3118
41.9814 -73.3118
41.9762 -73.3118
41.9708 -73.3118
41.9654 -73.3118
41.96 -73.3118
41.9548 -73.3118
41.9494 -73.3118
41.944 -73.3118
41.9478 -73.3118
41.9532 -73.3118
41.9586 -73.3118
41.9638 -73.3118
41.9692 -73.3118
41.9744 -73.3118
41.9798 -73.3118
41.9852 -73.3118
41.9906 -73.3118
41.9958 -73.3118
41.9933 -73.3118
41.9881 -73.3118
41.9827 -73.3118
41.9773 -73.3118
41.9719 -73.3118
41.9667 -73.3118
41.9613 -73.3118
41.956 -73.3118
41.9506 -73.3118
41.9452 -73.3118
41.9465 -73.3118
41.9519 -73.3118
41.9573 -73.3118
41.9625 -73.3118
41.9679 -73.3118
41.9733 -73.3118
41.9787 -73.3118
41.9839 -73.3118
41.9883 -73.3118
41.9904 -73.3118
41.9958 -73.3118
41.9935 -73.3118
41.9881 -73.3118
41.9827 -73.3118
41.9773 -73.3118
41.9721 -73.3118
41.9667 -73.3118
41.9613 -73.3118
41.956 -73.3118
41.9506 -73.3118
41.9452 -73.3118
41.9465 -73.3118
41.9519 -73.3118
41.9573 -73.3118
41.9625 -73.3118
41.9679 -73.3118
41.9733 -73.3118
41.9787 -73.3118
41.9839 -73.3118
41.9893 -73.3118
41.9947 -73.3118
41.9946 -73.3118
41.9892 -73.3118
41.9838 -73.3118
41.9789 -73.3118
41.9782 -73.3118
41.9728 -73.3118
41.9674 -73.3118
41.9622 -73.3118
41.9568 -73.3118
41.9514 -73.3118
41.9461 -73.3118
41.9458 -73.3118
41.9512 -73.3118
41.9566 -73.3118
41.9618 -73.3118
41.9672 -73.3118
41.9726 -73.3118
41.9778 -73.3118
41.9832 -73.3118
41.9886 -73.3118
41.9938 -73.3118
41.9969 -73.3118
41.9951 -73.3118
41.9899 -73.3118
41.9845 -73.3118
41.9791 -73.3118
41.9737 -73.3118
41.9685 -73.3118
41.9631 -73.3118
41.9577 -73.3118
41.9523 -73.3118
41.951 -73.3118
41.9458 -73.3118
41.9461 -73.3118
41.9514 -73.3118
41.9568 -73.3118
41.9622 -73.3118
41.9676 -73.3118
41.9728 -73.3118
41.9782 -73.3118
41.9836 -73.3118
41.9888 -73.3118
41.9942 -73.3118
41.9949 -73.3118
41.9897 -73.3118
41.9843 -73.3118
41.9789 -73.3118
41.9735 -73.3118
41.9681 -73.3118
41.9629 -73.3118
41.9575 -73.3118
41.9521 -73.3118
41.9469 -73.3118
41.9451 -73.3118
41.9505 -73.3118
41.9557 -73.3118
41.9611 -73.3118
41.9663 -73.3118
41.9717 -73.3118
41.9771 -73.3118
41.9823 -73.3118
41.9877 -73.3118
41.9931 -73.3118
41.9962 -73.3118
41.9527 -73.3465
41.9527 -73.3465
41.9527 -73.3465
41.9609 -73.3325
41.9589 -73.3332
41.9569 -73.3349
41.9552 -73.3376
41.9538 -73.3412
41.9528 -73.3453
41.9523 -73.35
41.9523 -73.3548
41.9528 -73.3594
41.9538 -73.3638
41.9551 -73.3677
41.9569 -73.3708
41.9588 -73.3728
41.9609 -73.3738
41.9631 -73.3737
41.965 -73.3725
41.9669 -73.3701
41.9684 -73.3667
41.9694 -73.3627
41.9701 -73.358
41.9702 -73.353
41.9699 -73.3482
41.9691 -73.3435
41.9678 -73.3394
41.9662 -73.3361
41.9643 -73.3339
41.9622 -73.3327
41.9601 -73.3326
41.9581 -73.3337
41.9562 -73.3359
41.9546 -73.339
41.9534 -73.3428
41.9526 -73.3472
41.9523 -73.352
41.9525 -73.3568
41.9531 -73.3613
41.9543 -73.3655
41.9558 -73.3691
41.9577 -73.3718
41.9597 -73.3734
41.9618 -73.3739
41.9639 -73.3733
41.9658 -73.3716
41.9675 -73.3688
41.9689 -73.3651
41.9698 -73.3608
41.9702 -73.356
41.9702 -73.3509
41.9696 -73.3462
41.9686 -73.3417
41.9672 -73.3379
41.9655 -73.3351
41.9635 -73.3333
41.9614 -73.3325
41.9593 -73.3329
41.9573 -73.3345
41.9555 -73.337
41.954 -73.3404
41.953 -73.3445
41.9524 -73.349
41.9523 -73.3538
41.9527 -73.3585
41.9535 -73.363
41.9548 -73.3669
41.9565 -73.3702
41.9584 -73.3724
41.9605 -73.3737
41.9626 -73.3738
41.9646 -73.3728
41.9665 -73.3707
41.9681 -73.3675
41.9692 -73.3636
41.97 -73.359
41.9703 -73.354
41.97 -73.3492
41.9693 -73.3444
41.9681 -73.3402
41.9666 -73.3368
41.9647 -73.3343
41.9627 -73.3328
41.9606 -73.3326
41.9585 -73.3334
41.9566 -73.3353
41.9549 -73.3382
41.9536 -73.3419
41.9527 -73.3463
41.9523 -73.3508
41.9524 -73.3557
41.953 -73.3604
41.954 -73.3646
41.9554 -73.3683
41.9572 -73.3712
41.9592 -73.373
41.9613 -73.3739
41.9634 -73.3736
41.9654 -73.3721
41.9671 -73.3696
41.9686 -73.366
41.9696 -73.3619
41.9702 -73.3571
41.9702 -73.3521
41.9698 -73.3473
41.9689 -73.3427
41.9675 -73.3387
41.9658 -73.3356
41.964 -73.3336
41.9618 -73.3326
41.9598 -73.3327
41.9577 -73.334
41.9559 -73.3364
41.9544 -73.3395
41.9532 -73.3435
41.9525 -73.3481
41.9523 -73.3527
41.9525 -73.3575
41.9533 -73.3621
41.9545 -73.3662
41.9561 -73.3695
41.958 -73.3721
41.96 -73.3735
41.9622 -73.3739
41.9642 -73.3731
41.9661 -73.3712
41.9678 -73.3682
41.969 -73.3645
41.9699 -73.36
41.9702 -73.355
41.9701 -73.3502
41.9695 -73.3454
41.9684 -73.341
41.9669 -73.3375
41.9651 -73.3347
41.9631 -73.333
41.961 -73.3325
41.9589 -73.3331
41.9569 -73.3349
41.9552 -73.3375
41.9538 -73.3411
41.9528 -73.3453
41.9523 -73.3499
41.9523 -73.3547
41.9528 -73.3594
41.9537 -73.3637
41.9551 -73.3676
41.9568 -73.3707
41.9588 -73.3728
41.9609 -73.3738
41.963 -73.3737
41.965 -73.3724
41.9668 -73.3702
41.9683 -73.3668
41.9694 -73.3627
41.9701 -73.3581
41.9703 -73.3531
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9699 -73.3481
41.9609 -73.3325
41.9589 -73.3332
41.9569 -73.3349
41.9552 -73.3376
41.9538 -73.3412
41.9528 -73.3453
41.9523 -73.35
41.9523 -73.3548
41.9528 -73.3594
41.9538 -73.3638
41.9551 -73.3677
41.9569 -73.3708
41.9588 -73.3728
41.9609 -73.3738
41.9631 -73.3737
41.965 -73.3725
41.9669 -73.3701
41.9684 -73.3667
41.9695 -73.3625
41.9701 -73.358
41.9702 -73.353
41.9699 -73.348
41.9691 -73.3435
41.9678 -73.3394
41.9662 -73.3361
41.9643 -73.3339
41.9622 -73.3327
41.9601 -73.3326
41.9581 -73.3337
41.9562 -73.3359
41.9546 -73.3389
41.9534 -73.3428
41.9526 -73.3472
41.9523 -73.352
41.9524 -73.3567
41.9531 -73.3613
41.9543 -73.3655
41.9558 -73.369
41.9576 -73.3717
41.9597 -73.3734
41.9618 -73.3739
41.9638 -73.3734
41.9658 -73.3716
41.9675 -73.3688
41.9689 -73.3651
41.9698 -73.3608
41.9702 -73.356
41.9702 -73.3509
41.9696 -73.3462
41.9686 -73.3417
41.9672 -73.3379
41.9655 -73.3351
41.9635 -73.3333
41.9613 -73.3325
41.9593 -73.3329
41.9573 -73.3345
41.9555 -73.3371
41.954 -73.3404
41.953 -73.3445
41.9524 -73.3492
41.9523 -73.3538
41.9527 -73.3586
41.9536 -73.3631
41.9549 -73.3671
41.9565 -73.3702
41.9585 -73.3725
41.9606 -73.3737
41.9626 -73.3738
41.9647 -73.3728
41.9666 -73.3706
41.9681 -73.3675
41.9693 -73.3635
41.97 -73.3588
41.9703 -73.354
41.97 -73.349
41.9693 -73.3443
41.9681 -73.3402
41.9665 -73.3367
41.9647 -73.3342
41.9627 -73.3328
41.9605 -73.3326
41.9585 -73.3334
41.9565 -73.3354
41.9549 -73.3383
41.9536 -73.3419
41.9527 -73.3463
41.9523 -73.351
41.9524 -73.3558
41.953 -73.3604
41.954 -73.3647
41.9555 -73.3684
41.9573 -73.3713
41.9592 -73.3731
41.9614 -73.3739
41.9635 -73.3735
41.9654 -73.3721
41.9672 -73.3694
41.9686 -73.3659
41.9696 -73.3616
41.9702 -73.357
41.9702 -73.3519
41.9698 -73.347
41.9689 -73.3426
41.9675 -73.3386
41.9658 -73.3355
41.9638 -73.3335
41.9618 -73.3326
41.9596 -73.3328
41.9576 -73.3341
41.9558 -73.3365
41.9543 -73.3398
41.9531 -73.3438
41.9525 -73.3482
41.9523 -73.353
41.9526 -73.3578
41.9533 -73.3622
41.9546 -73.3663
41.9562 -73.3697
41.9581 -73.3722
41.9601 -73.3736
41.9623 -73.3739
41.9643 -73.373
41.9663 -73.371
41.9678 -73.3681
41.9691 -73.3642
41.9699 -73.3596
41.9703 -73.3549
41.9701 -73.3499
41.9694 -73.345
41.9683 -73.3409
41.9668 -73.3372
41.965 -73.3346
41.963 -73.333
41.9609 -73.3325
41.9588 -73.3332
41.9569 -73.335
41.9551 -73.3377
41.9537 -73.3414
41.9528 -73.3456
41.9523 -73.3502
41.9523 -73.355
41.9528 -73.3597
41.9538 -73.364
41.9552 -73.3678
41.957 -73.3708
41.959 -73.3729
41.961 -73.3738
41.9631 -73.3737
41.9652 -73.3723
41.967 -73.3699
41.9684 -73.3666
41.9695 -73.3624
41.9701 -73.3576
41.9702 -73.3528
41.9699 -73.3478
41.969 -73.3432
41.9678 -73.3392
41.9661 -73.336
41.9642 -73.3337
41.9621 -73.3326
41.96 -73.3327
41.9579 -73.3338
41.9561 -73.336
41.9545 -73.3392
41.9533 -73.3431
41.9525 -73.3474
41.9523 -73.3522
41.9525 -73.357
41.9532 -73.3615
41.9543 -73.3657
41.9559 -73.3692
41.9578 -73.3718
41.9598 -73.3734
41.9619 -73.3739
41.964 -73.3733
41.966 -73.3714
41.9676 -73.3687
41.9689 -73.3649
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9694 -73.3628
41.9529 -73.345
41.9527 -73.3459
41.9526 -73.3468
41.9525 -73.3477
41.9524 -73.3487
41.9523 -73.3496
41.9523 -73.3506
41.9523 -73.3515
41.9523 -73.3525
41.9523 -73.3534
41.9523 -73.3544
41.9523 -73.3553
41.9524 -73.3563
41.9525 -73.3572
41.9526 -73.3582
41.9527 -73.3591
41.9529 -73.36
41.9531 -73.3609
41.9532 -73.3618
41.9534 -73.3627
41.9537 -73.3635
41.9539 -73.3643
41.9542 -73.3651
41.9544 -73.3659
41.9547 -73.3666
41.955 -73.3674
41.9553 -73.368
41.9556 -73.3687
41.956 -73.3694
41.9563 -73.3699
41.9567 -73.3705
41.9571 -73.371
41.9574 -73.3715
41.9578 -73.3719
41.9582 -73.3723
41.9586 -73.3727
41.959 -73.373
41.9594 -73.3732
41.9599 -73.3735
41.9603 -73.3737
41.9607 -73.3738
41.9611 -73.3739
41.9616 -73.3739
41.962 -73.3739
41.9624 -73.3739
41.9628 -73.3738
41.9632 -73.3736
41.9637 -73.3734
41.9641 -73.3732
41.9645 -73.3729
41.9649 -73.3726
41.9652 -73.3723
41.9656 -73.3718
41.966 -73.3714
41.9663 -73.3709
41.9667 -73.3704
41.967 -73.3698
41.9673 -73.3692
41.9677 -73.3685
41.9679 -73.3679
41.9682 -73.3671
41.9685 -73.3664
41.9687 -73.3656
41.969 -73.3648
41.9692 -73.364
41.9694 -73.3631
41.9695 -73.3622
41.9697 -73.3613
41.9698 -73.3604
41.97 -73.3594
41.9701 -73.3585
41.9701 -73.3575
41.9702 -73.3565
41.9702 -73.3556
41.9703 -73.3546
41.9703 -73.3535
41.9702 -73.3526
41.9702 -73.3516
41.9701 -73.3506
41.9701 -73.3496
41.97 -73.3486
41.9699 -73.3477
41.9697 -73.3467
41.9696 -73.3458
41.9694 -73.3449
41.9692 -73.344
41.969 -73.3431
41.9688 -73.3422
41.9685 -73.3414
41.9683 -73.3406
41.968 -73.3398
41.9677 -73.3391
41.9674 -73.3384
41.9671 -73.3377
41.9667 -73.3371
41.9664 -73.3365
41.966 -73.3359
41.9657 -73.3354
41.9653 -73.3349
41.9649 -73.3345
41.9645 -73.3341
41.9641 -73.3337
41.9637 -73.3334
41.9633 -73.3332
41.9627 -73.3328
41.9627 -73.3328
41.9627 -73.3328
41.9627 -73.3328
41.9627 -73.3328
41.9436 -73.3118
41.9488 -73.3118
41.9542 -73.3118
41.9595 -73.3118
41.9649 -73.3118
41.9701 -73.3118
41.9755 -73.3118
41.9807 -73.3118
41.9861 -73.3118
41.9915 -73.3118
41.9967 -73.3118
41.9969 -73.3118
41.9924 -73.3118
41.9872 -73.3118
41.9818 -73.3118
41.9764 -73.3118
41.971 -73.3118
41.9658 -73.3118
41.9699 -73.4023
41.9699 -73.4023
41.9699 -73.4023
41.9616 -73.4153
41.9637 -73.415
41.9656 -73.4136
41.9674 -73.411
41.9687 -73.4076
41.9697 -73.4033
41.9702 -73.3986
41.9702 -73.3937
41.9697 -73.3887
41.9688 -73.3843
41.9674 -73.3802
41.9656 -73.3771
41.9636 -73.3749
41.9616 -73.374
41.9595 -73.3741
41.9575 -73.3753
41.9557 -73.3776
41.9542 -73.3809
41.953 -73.3849
41.9524 -73.3892
41.9523 -73.394
41.9526 -73.3989
41.9534 -73.4033
41.9548 -73.4076
41.9563 -73.4109
41.9583 -73.4135
41.9604 -73.415
41.9624 -73.4153
41.9645 -73.4146
41.9664 -73.4126
41.968 -73.4096
41.9692 -73.4058
41.97 -73.4014
41.9703 -73.3965
41.97 -73.3914
41.9693 -73.3867
41.9682 -73.3824
41.9666 -73.3787
41.9648 -73.3761
41.9628 -73.3744
41.9606 -73.3739
41.9586 -73.3745
41.9566 -73.3762
41.9549 -73.379
41.9536 -73.3824
41.9527 -73.3867
41.9523 -73.3914
41.9524 -73.396
41.9529 -73.4008
41.9539 -73.4052
41.9553 -73.409
41.9571 -73.4121
41.9591 -73.4142
41.9612 -73.4153
41.9633 -73.4152
41.9653 -73.4139
41.9671 -73.4115
41.9685 -73.4083
41.9696 -73.4041
41.9701 -73.3995
41.9702 -73.3946
41.9698 -73.3896
41.969 -73.385
41.9676 -73.3809
41.966 -73.3777
41.9641 -73.3753
41.962 -73.3741
41.9598 -73.374
41.9578 -73.375
41.956 -73.3771
41.9544 -73.3802
41.9532 -73.3841
41.9525 -73.3884
41.9523 -73.3932
41.9525 -73.3979
41.9533 -73.4026
41.9545 -73.4068
41.956 -73.4104
41.9579 -73.413
41.9599 -73.4148
41.9621 -73.4153
41.9641 -73.4148
41.966 -73.4131
41.9677 -73.4103
41.969 -73.4067
41.9699 -73.4023
41.9702 -73.3975
41.9701 -73.3926
41.9695 -73.3877
41.9685 -73.3832
41.967 -73.3795
41.9652 -73.3765
41.9632 -73.3746
41.9611 -73.3739
41.959 -73.3743
41.957 -73.3758
41.9553 -73.3782
41.9539 -73.3817
41.9529 -73.3858
41.9523 -73.3902
41.9523 -73.3951
41.9528 -73.3998
41.9537 -73.4044
41.955 -73.4083
41.9567 -73.4115
41.9587 -73.4139
41.9607 -73.4151
41.9629 -73.4153
41.9649 -73.4142
41.9668 -73.4121
41.9683 -73.409
41.9694 -73.405
41.9701 -73.4004
41.9703 -73.3956
41.9699 -73.3906
41.9692 -73.3859
41.9679 -73.3817
41.9663 -73.3782
41.9644 -73.3756
41.9624 -73.3742
41.9603 -73.3739
41.9582 -73.3748
41.9563 -73.3766
41.9547 -73.3795
41.9534 -73.3833
41.9526 -73.3876
41.9523 -73.3922
41.9524 -73.3971
41.9531 -73.4018
41.9542 -73.4061
41.9557 -73.4097
41.9575 -73.4126
41.9596 -73.4146
41.9616 -73.4153
41.9638 -73.415
41.9657 -73.4135
41.9674 -73.4109
41.9688 -73.4074
41.9697 -73.4031
41.9702 -73.3985
41.9702 -73.3935
41.9697 -73.3885
41.9687 -73.3839
41.9673 -73.3801
41.9656 -73.377
41.9636 -73.3749
41.9615 -73.3739
41.9594 -73.3741
41.9573 -73.3754
41.9556 -73.3777
41.9541 -73.381
41.953 -73.385
41.9524 -73.3894
41.9523 -73.3942
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9526 -73.3987
41.9617 -73.4153
41.9637 -73.415
41.9657 -73.4135
41.9674 -73.4109
41.9688 -73.4075
41.9697 -73.4032
41.9702 -73.3986
41.9702 -73.3935
41.9697 -73.3886
41.9687 -73.3841
41.9673 -73.3801
41.9656 -73.377
41.9636 -73.3749
41.9615 -73.3739
41.9594 -73.3741
41.9574 -73.3754
41.9556 -73.3777
41.9541 -73.381
41.953 -73.385
41.9524 -73.3894
41.9523 -73.3942
41.9526 -73.399
41.9535 -73.4034
41.9548 -73.4076
41.9564 -73.411
41.9583 -73.4135
41.9604 -73.415
41.9625 -73.4153
41.9646 -73.4145
41.9664 -73.4126
41.968 -73.4096
41.9692 -73.4058
41.97 -73.4012
41.9703 -73.3965
41.97 -73.3914
41.9693 -73.3866
41.9682 -73.3824
41.9666 -73.3787
41.9648 -73.376
41.9628 -73.3744
41.9606 -73.3739
41.9585 -73.3745
41.9566 -73.3762
41.9549 -73.379
41.9536 -73.3826
41.9527 -73.3868
41.9523 -73.3914
41.9524 -73.3962
41.9529 -73.4009
41.954 -73.4054
41.9554 -73.4091
41.9572 -73.4122
41.9592 -73.4143
41.9613 -73.4153
41.9634 -73.4151
41.9654 -73.4138
41.9672 -73.4114
41.9686 -73.408
41.9696 -73.404
41.9702 -73.3992
41.9702 -73.3942
41.9698 -73.3894
41.9689 -73.3847
41.9675 -73.3806
41.9659 -73.3775
41.9639 -73.3752
41.9618 -73.374
41.9598 -73.374
41.9577 -73.3751
41.9558 -73.3773
41.9543 -73.3804
41.9532 -73.3843
41.9525 -73.3887
41.9523 -73.3933
41.9525 -73.3982
41.9533 -73.4028
41.9546 -73.407
41.9561 -73.4105
41.958 -73.4132
41.9601 -73.4148
41.9621 -73.4153
41.9642 -73.4147
41.9662 -73.413
41.9678 -73.4101
41.969 -73.4065
41.9699 -73.402
41.9702 -73.3972
41.9701 -73.3923
41.9695 -73.3874
41.9684 -73.3829
41.9669 -73.3793
41.9651 -73.3764
41.9631 -73.3745
41.961 -73.3739
41.9589 -73.3743
41.9569 -73.3759
41.9552 -73.3785
41.9538 -73.3819
41.9528 -73.386
41.9523 -73.3907
41.9523 -73.3954
41.9528 -73.4001
41.9538 -73.4047
41.9552 -73.4086
41.9569 -73.4118
41.9588 -73.414
41.961 -73.4152
41.9631 -73.4152
41.9651 -73.4141
41.9669 -73.4119
41.9684 -73.4086
41.9695 -73.4047
41.9701 -73.4001
41.9702 -73.3951
41.9699 -73.3902
41.9691 -73.3855
41.9678 -73.3813
41.9662 -73.378
41.9643 -73.3755
41.9622 -73.3741
41.96 -73.3739
41.958 -73.3748
41.9561 -73.3769
41.9545 -73.3799
41.9533 -73.3837
41.9526 -73.3879
41.9523 -73.3927
41.9525 -73.3975
41.9532 -73.4021
41.9543 -73.4064
41.9559 -73.41
41.9577 -73.4129
41.9597 -73.4146
41.9618 -73.4153
41.964 -73.4149
41.9659 -73.4133
41.9676 -73.4106
41.9689 -73.407
41.9698 -73.4027
41.9702 -73.398
41.9702 -73.393
41.9696 -73.3881
41.9686 -73.3837
41.9671 -73.3798
41.9654 -73.3767
41.9634 -73.3748
41.9613 -73.3739
41.9592 -73.3742
41.9572 -73.3755
41.9554 -73.378
41.954 -73.3814
41.9529 -73.3855
41.9524 -73.39
41.9523 -73.3947
41.9527 -73.3995
41.9536 -73.4041
41.955 -73.4081
41.9566 -73.4113
41.9586 -73.4138
41.9607 -73.4151
41.9627 -73.4153
41.9648 -73.4144
41.9667 -73.4123
41.9682 -73.4091
41.9693 -73.4053
41.97 -73.4007
41.9703 -73.3958
41.97 -73.3909
41.9692 -73.3861
41.968 -73.3818
41.9664 -73.3784
41.9646 -73.3758
41.9625 -73.3742
41.9604 -73.3739
41.9583 -73.3746
41.9564 -73.3765
41.9547 -73.3794
41.9535 -73.383
41.9531 -73.3847
41.9531 -73.3847
41.9531 -73.3847
41.9531 -73.3847
41.9531 -73.3847
41.9889 -73.3477
41.9887 -73.3486
41.9886 -73.3496
41.9885 -73.3506
41.9884 -73.3516
41.9884 -73.3526
41.9883 -73.3536
41.9883 -73.3547
41.9883 -73.3557
41.9883 -73.3568
41.9883 -73.3578
41.9884 -73.3588
41.9884 -73.3598
41.9885 -73.3608
41.9886 -73.3619
41.9888 -73.3629
41.9889 -73.3638
41.9891 -73.3648
41.9893 -73.3658
41.9895 -73.3667
41.9897 -73.3676
41.9899 -73.3685
41.9902 -73.3694
41.9904 -73.3702
41.9907 -73.371
41.991 -73.3718
41.9913 -73.3726
41.9917 -73.3733
41.992 -73.374
41.9923 -73.3746
41.9927 -73.3752
41.9931 -73.3758
41.9935 -73.3763
41.9938 -73.3767
41.9942 -73.3772
41.9946 -73.3776
41.9951 -73.3779
41.9955 -73.3782
41.9959 -73.3784
41.9963 -73.3787
41.9967 -73.3788
41.9972 -73.3789
41.9976 -73.379
41.998 -73.379
41.9984 -73.3789
41.9988 -73.3788
41.9993 -73.3787
41.9997 -73.3785
42.0001 -73.3782
42.0005 -73.3779
42.0009 -73.3776
42.0013 -73.3772
